:ID,name,labels,ontology_id,ontology_name,semantic_type,induced_concept,original_node,uri
[Event: life-threatening deficiency of oxygen in the blood],[Event: life-threatening deficiency of oxygen in the blood],Event,,,,,[Event: life-threatening deficiency of oxygen in the blood],
[Event: blood tests],[Event: blood tests],Event,,,,,[Event: blood tests],
[Event: ultrasound scan],[Event: ultrasound scan],Event,,,,,[Event: ultrasound scan],
[Event: X-rays],[Event: X-rays],Event,,,,,[Event: X-rays],
[Event: blood tests for Rh incompatibility],[Event: blood tests for Rh incompatibility],Event,,,,,[Event: blood tests for Rh incompatibility],
[Event: yellowing of skin and eyes],[Event: yellowing of skin and eyes],Event,,,,,[Event: yellowing of skin and eyes],
[Event: liver and bile ducts],[Event: liver and bile ducts],Event,,,,,[Event: liver and bile ducts],
[Event: painful and can range from mild to severe],[Event: painful and can range from mild to severe],Event,,,,,[Event: painful and can range from mild to severe],
[Event: prolonged contact with urine or feces],[Event: prolonged contact with urine or feces],Event,,,,,[Event: prolonged contact with urine or feces],
[Event: Diaper rash],[Event: Diaper rash],Event,,,,,[Event: Diaper rash],
[Event: chafing],[Event: chafing],Event,,,,,[Event: chafing],
[Event: bacterial or yeast infection (thrush)],[Event: bacterial or yeast infection (thrush)],Event,,,,,[Event: bacterial or yeast infection (thrush)],
[Event: early in pregnancy],[Event: early in pregnancy],Event,,,,,[Event: early in pregnancy],
[Event: the third month of pregnancy],[Event: the third month of pregnancy],Event,,,,,[Event: the third month of pregnancy],
[Event: disturbance in development during this critical period],[Event: disturbance in development during this critical period],Event,,,,,[Event: disturbance in development during this critical period],
[Event: heart defect],[Event: heart defect],Event,,,,,[Event: heart defect],
[Event: rubella infection],[Event: rubella infection],Event,,,,,[Event: rubella infection],
[Event: signs of congestive heart failure],[Event: signs of congestive heart failure],Event,,,,,[Event: signs of congestive heart failure],
[Event: no symptoms],[Event: no symptoms],Event,,,,,[Event: no symptoms],
[Event: problems in middle age],[Event: problems in middle age],Event,,,,,[Event: problems in middle age],
[Event: further evaluation and treatment],[Event: further evaluation and treatment],Event,,,,,[Event: further evaluation and treatment],
[Event: surgery to correct defects],[Event: surgery to correct defects],Event,,,,,[Event: surgery to correct defects],
[Event: newborn develops symptoms in the hospital nursery],[Event: newborn develops symptoms in the hospital nursery],Event,,,,,[Event: newborn develops symptoms in the hospital nursery],
[Event: newborn becomes critically ill and die unless he or she is given immediate care],[Event: newborn becomes critically ill and die unless he or she is given immediate care],Event,,,,,[Event: newborn becomes critically ill and die unless he or she is given immediate care],
[Event: fluid buildup],[Event: fluid buildup],Event,,,,,[Event: fluid buildup],
[Event: pressure on the brain],[Event: pressure on the brain],Event,,,,,[Event: pressure on the brain],
[Event: flow of cerebrospinal fluid is blocked],[Event: flow of cerebrospinal fluid is blocked],Event,,,,,[Event: flow of cerebrospinal fluid is blocked],
[Event: fluid builds up in the cavities of the brain],[Event: fluid builds up in the cavities of the brain],Event,,,,,[Event: fluid builds up in the cavities of the brain],
[Event: digestive system],[Event: digestive system],Event,,,,,[Event: digestive system],
[Event: ventilator],[Event: ventilator],Event,,,,,[Event: ventilator],
[Event: severe cases],[Event: severe cases],Event,,,,,[Event: severe cases],
[Event: baby's skin may turn blue],[Event: baby's skin may turn blue],Event,,,,,[Event: baby's skin may turn blue],
[Event: lack of oxygen],[Event: lack of oxygen],Event,,,,,[Event: lack of oxygen],
[Event: cyanosis],[Event: cyanosis],Event,,,,,[Event: cyanosis],
[Event: cerebral palsy],[Event: cerebral palsy],Event,,,,,[Event: cerebral palsy],
[Event: brain injury during fetal development],[Event: brain injury during fetal development],Event,,,,,[Event: brain injury during fetal development],
[Event: brain injury during delivery],[Event: brain injury during delivery],Event,,,,,[Event: brain injury during delivery],
[Event: check for swelling of the liver],[Event: check for swelling of the liver],Event,,,,,[Event: check for swelling of the liver],
[Event: liver biopsy],[Event: liver biopsy],Event,,,,,[Event: liver biopsy],
[Event: electroencephalogram],[Event: electroencephalogram],Event,,,,,[Event: electroencephalogram],
[Event: clotting time of the blood is tested],[Event: clotting time of the blood is tested],Event,,,,,[Event: clotting time of the blood is tested],
[Event: doctor will feel your child's abdomen],[Event: doctor will feel your child's abdomen],Event,,,,,[Event: doctor will feel your child's abdomen],
[Event: liver biopsy is ordered],[Event: liver biopsy is ordered],Event,,,,,[Event: liver biopsy is ordered],
[Event: see if the liver is damaged],[Event: see if the liver is damaged],Event,,,,,[Event: see if the liver is damaged],
[Event: nightmares],[Event: nightmares],Event,,,,,[Event: nightmares],
[Event: problems sleeping],[Event: problems sleeping],Event,,,,,[Event: problems sleeping],
[Event: X-ray of the urinary tract],[Event: X-ray of the urinary tract],Event,,,,,[Event: X-ray of the urinary tract],
[Event: ultrasound of the kidneys],[Event: ultrasound of the kidneys],Event,,,,,[Event: ultrasound of the kidneys],
[Event: rheumatic fever],[Event: rheumatic fever],Event,,,,,[Event: rheumatic fever],
[Event: physical examination],[Event: physical examination],Event,,,,,[Event: physical examination],
[Event: laboratory analysis of the fluid inside the joints],[Event: laboratory analysis of the fluid inside the joints],Event,,,,,[Event: laboratory analysis of the fluid inside the joints],
[Event: measles],[Event: measles],Event,,,,,[Event: measles],
[Event: airborne droplets],[Event: airborne droplets],Event,,,,,[Event: airborne droplets],
[Event: complications],[Event: complications],Event,,,,,[Event: complications],
[Event: anesthetic cream],[Event: anesthetic cream],Event,,,,,[Event: anesthetic cream],
[Event: topical antibiotic ointment or oral antibiotic],[Event: topical antibiotic ointment or oral antibiotic],Event,,,,,[Event: topical antibiotic ointment or oral antibiotic],
[Event: antihistamine],[Event: antihistamine],Event,,,,,[Event: antihistamine],
[Event: excessive scratching],[Event: excessive scratching],Event,,,,,[Event: excessive scratching],
[Event: infected rash],[Event: infected rash],Event,,,,,[Event: infected rash],
[Event: a gene],[Event: a gene],Event,,,,,[Event: a gene],
[Event: underlying medical conditions],[Event: underlying medical conditions],Event,,,,,[Event: underlying medical conditions],
[Event: more sleep],[Event: more sleep],Event,,,,,[Event: more sleep],
[Event: smoking],[Event: smoking],Event,,,,,[Event: smoking],
[Event: quitting smoking],[Event: quitting smoking],Event,,,,,[Event: quitting smoking],
[Event: health problems],[Event: health problems],Event,,,,,[Event: health problems],
[Event: violence],[Event: violence],Event,,,,,[Event: violence],
[Event: gun],[Event: gun],Event,,,,,[Event: gun],
[Event: exposure to violence],[Event: exposure to violence],Event,,,,,[Event: exposure to violence],
[Event: aggressive behavior],[Event: aggressive behavior],Event,,,,,[Event: aggressive behavior],
[Event: violent behavior],[Event: violent behavior],Event,,,,,[Event: violent behavior],
[Event: age 16 or 17],[Event: age 16 or 17],Event,,,,,[Event: age 16 or 17],
[Event: orgasms],[Event: orgasms],Event,,,,,[Event: orgasms],
[Event: orgasm],[Event: orgasm],Event,,,,,[Event: orgasm],
[Event: heart rate reaches its highest level],[Event: heart rate reaches its highest level],Event,,,,,[Event: heart rate reaches its highest level],
[Event: breathing reaches its highest level],[Event: breathing reaches its highest level],Event,,,,,[Event: breathing reaches its highest level],
[Event: blood pressure reaches its highest level],[Event: blood pressure reaches its highest level],Event,,,,,[Event: blood pressure reaches its highest level],
[Event: insert vaginal ring],[Event: insert vaginal ring],Event,,,,,[Event: insert vaginal ring],
[Event: remove vaginal ring],[Event: remove vaginal ring],Event,,,,,[Event: remove vaginal ring],
[Event: check for expulsion],[Event: check for expulsion],Event,,,,,[Event: check for expulsion],
[Event: 3 weeks],[Event: 3 weeks],Event,,,,,[Event: 3 weeks],
[Event: fourth week],[Event: fourth week],Event,,,,,[Event: fourth week],
[Event: Looped and banded],[Event: Looped and banded],Event,,,,,[Event: Looped and banded],
[Event: Pinched with clip],[Event: Pinched with clip],Event,,,,,[Event: Pinched with clip],
[Event: Burned],[Event: Burned],Event,,,,,[Event: Burned],
[Event: Cut and tied],[Event: Cut and tied],Event,,,,,[Event: Cut and tied],
[Event: Sexually Transmitted Diseases],[Event: Sexually Transmitted Diseases],Event,,,,,[Event: Sexually Transmitted Diseases],
[Event: about 2 to 8 days after sexual contact with an infected person],[Event: about 2 to 8 days after sexual contact with an infected person],Event,,,,,[Event: about 2 to 8 days after sexual contact with an infected person],
[Event: at the beginning of their next period],[Event: at the beginning of their next period],Event,,,,,[Event: at the beginning of their next period],
[Event: early stages of the infection],[Event: early stages of the infection],Event,,,,,[Event: early stages of the infection],
"[Event: possible symptoms include a mild fever, burning or pain during urination, cloudy discharge from the vagina, discomfort or pain in the lower abdomen, or abnormal bleeding from the vagina]","[Event: possible symptoms include a mild fever, burning or pain during urination, cloudy discharge from the vagina, discomfort or pain in the lower abdomen, or abnormal bleeding from the vagina]",Event,,,,,"[Event: possible symptoms include a mild fever, burning or pain during urination, cloudy discharge from the vagina, discomfort or pain in the lower abdomen, or abnormal bleeding from the vagina]",
[Event: laboratory tests],[Event: laboratory tests],Event,,,,,[Event: laboratory tests],
[Event: treatment with antiviral drug],[Event: treatment with antiviral drug],Event,,,,,[Event: treatment with antiviral drug],
[Event: infection with herpes simplex virus],[Event: infection with herpes simplex virus],Event,,,,,[Event: infection with herpes simplex virus],
[Event: diagnosis of genital herpes],[Event: diagnosis of genital herpes],Event,,,,,[Event: diagnosis of genital herpes],
[Event: sexual problems],[Event: sexual problems],Event,,,,,[Event: sexual problems],
[Event: inject a small amount of medication directly into the side of the penis],[Event: inject a small amount of medication directly into the side of the penis],Event,,,,,[Event: inject a small amount of medication directly into the side of the penis],
[Event: an erection that begins about 5 to 15 minutes after the injection and lasts from 30 minutes to 2 hours],[Event: an erection that begins about 5 to 15 minutes after the injection and lasts from 30 minutes to 2 hours],Event,,,,,[Event: an erection that begins about 5 to 15 minutes after the injection and lasts from 30 minutes to 2 hours],
[Event: therapy sessions],[Event: therapy sessions],Event,,,,,[Event: therapy sessions],
[Event: sex therapy],[Event: sex therapy],Event,,,,,[Event: sex therapy],
